,line,token,lemma
96,865,γιγνομένην,γίγνομαι
97,873,βαρβάροις,βάρβαρος
98,875,ὥστ᾽,
99,879,κατ᾽,
100,914,ἐγὼ,ἐγώ
101,916,πρότερον,πρότερος
102,924,καίτοι,καίτοι
103,925,τινὲς,τις
104,936,ἄλλους,ἄλλος
105,937,ὑπισχνουμένων,ὑπισχνέομαι
106,942,τἀμὰ,ἁμός
107,947,γλιχομένων,γλίχομαι
108,949,τάχ᾽,
109,956,ἐμοὶ,ἐγώ
110,965,ἐμοὺς,ἐμός
111,972,πράξουσαν,πράσσω
112,982,καταγνοῖεν,καταγιγνώσκω
113,995,δυναμένοις,δύναμαι
114,1013,τοιαῦτ᾽,
115,1014,ἐροῦσιν,λέγω
116,1016,ἐγὼ,ἐγώ
117,1017,δ᾽,δ᾽
118,1019,ἐπ᾽,
119,1027,ὀγδοήκοντα,ὀγδοήκοντα
120,1032,ὥστ᾽,
121,1036,ἐμοὶ,ἐγώ
122,1045,σὲ,σός
123,1051,τυχὸν,τυγχάνω
124,1052,ἀπ᾽,
125,1054,γενήσεσθαί,γίγνομαι
126,1059,ἡγοῦμαι,ἡγέομαι
127,1076,κάλλιστ᾽,
128,1085,βαρβάρων,βάρβαρος
129,1101,ἀνθ᾽,
130,1102,ἡμῶν,ἡμεῖς
131,1127,ἐμὸν,ἐμός
132,1128,ἔλαττόν,ἐλάσσων
133,1139,χαλεπῶν,χαλεπός
134,1142,σοὶ,σός
135,1149,ὑπ᾽,
136,1166,ἐγὼ,ἐγώ
137,1171,Λακεδαιμονίων,Λακεδαιμόνιος
138,1193,δ᾽,δ᾽
139,1196,ἐγὼ,ἐγώ
140,1200,χρῆναί,χρή
141,1201,σε,σύ
142,1206,δυοῖν,δύο
143,1207,τούτοιν,οὗτος
144,1230,βαρβάρους,βάρβαρος
145,1235,κεκτημένους,κτάομαι
146,1244,μʼ,ἐγώ
147,1249,συνοίδασιν,σύνοιδα
148,1255,μοι,ἐγώ
149,1267,μοι,ἐγώ
150,1270,τριάκοντα,τριάκοντα
151,1275,ὑμεῖς,ὑμεῖς
152,1276,κατήλθετε,κατέρχομαι
153,1283,δωδεκαέτης,δωδεκαετής
154,1291,τριάκοντα,τριάκοντα
155,1292,ἀπέθνῃσκεν,ἀποθνῄσκω
156,1306,οἷός,οἷος
157,1307,τʼ,σύ
158,1316,ἐπεβούλευσα,ἐπιβουλεύω
159,1348,ταῦτʼ,οὗτος
160,1352,ἀνδροφόνον,ἀνδροφόνος
161,1357,ἐγὼ,ἐγώ
162,1379,ἀπεκτόνασί,ἀποκτείνω
163,1383,ἀνδροφόνοι,ἀνδροφόνος
164,1390,ἀνδροφόνοι,ἀνδροφόνος
165,1391,τινός,τις
166,1417,ἑνὸς,εἷς
167,1425,δήπου,δήπου
168,1429,πατραλοίαν,πατραλοίας
169,1433,σε,σύ
170,1450,ἔσται,εἰμί
171,1456,ῥίψασπιν,ῥίψασπις
172,1458,ἀθῷος,ἀθῷος
173,1488,ἕνδεκα,ἕνδεκα
174,1492,ἀπεδέχου,ἀποδέχομαι
175,1498,ἐξέδυέ,ἐκδύω
176,1499,τινος,τις
177,1509,οὐδʼ,οὐδέ
178,1512,παῖδʼ,παῖς
179,1516,ἀνδραποδιστήν,ἀνδραποδιστής
180,1521,ἐδικάσω,δικάζω
181,1530,καίτοι,καίτοι
182,1552,ἔπῃ,
183,1559,ἐγὼ,ἐγώ
184,1579,μοι,ἐγώ
185,1581,ἐνθυμούμενοι,ἐνθυμέομαι
186,1595,ἐγὼ,ἐγώ
187,1613,ἑώρακα,ὁράω
188,1618,ὑμεῖς,ὑμεῖς
189,1637,τίνος,τίς
190,1639,μοι,ἐγώ
191,1647,ἀλλʼ,ἀλλά
192,1651,φήσαιτε,φημί
193,1653,ἀλλʼ,ἀλλά
194,1658,ἀλλʼ,ἀλλά
195,1664,ἀλλʼ,ἀλλά
196,1672,ἀλλʼ,ἀλλά
197,1690,μηδʼ,μηδέ
198,1691,ὑβρίζοντί,ὑβρίζω
199,1709,ἐστρατήγηκε,στρατηγέω
200,1716,κεκινδύνευκε,κινδυνεύω
201,1724,οὔθʼ,οὔτε
202,1725,ὑμῖν,ὑμεῖς
203,1729,ἑβδομήκοντα,ἑβδομήκοντα
204,1742,δὲὀργισθῆναι,
205,1773,ἱεροῖς,ἱερόν
206,1791,ὑμεῖς,ὑμεῖς
207,1812,ἐγὼ,ἐγώ
208,1823,ὑμεῖς,ὑμεῖς
209,1827,τιμωρεῖσθε,τιμωρέω
210,1851,φεύγω,φεύγω
211,1860,γένοιτό,γίγνομαι
212,1867,τριάκοντʼ,τριάκοντα
213,1870,Ἀρείῳ,Ἄρειος
214,1871,πάγῳ,πάγος
215,1873,βοηθήσατʼ,βοηθέω
216,1876,κἀμοί,ἁμός
217,1881,μοι,ἐγώ
218,1909,ἐγὼ,ἐγώ
219,1919,καταλειφθήσεται,καταλείπω
220,1927,μηδὲν,μηδείς
221,1933,διαβληθείην,διαβάλλω
222,1996,ἡγοῦμαι,ἡγέομαι
223,2020,ἐμοὶ,ἐγώ
224,2030,Σωπαῖος,Σωπαῖος
225,2044,διακείμενον,διάκειμαι
226,2060,πυνθανόμενος,πυνθάνομαι
227,2072,ἐπεθύμησʼ,ἐπιθυμέω
228,2076,οὖς,οὖς
229,2079,μου,ἐγώ
230,2096,μοι,ἐγώ
231,2100,Πασιωνα,
232,2101,ἐχρώμην,χράομαι
233,2117,οὑμὸς,ἐμός
234,2122,κἀγὼ,ἐγώ
235,2125,συγγιγνοίμην,συγγίγνομαι
236,2155,μηδὲν,μηδείς
237,2166,ὤν,εἰμί
238,2199,ἡγούμην,ἡγέομαι
239,2203,προοίμην,προΐημι
240,2213,ʼκεῖνος,ἐκεῖνος
241,2234,παραδοίην,παραδίδωμι
242,2250,ἡμῖν,ἡμεῖς
243,2260,προσέταττε,προστάσσω
244,2275,κειμένων,κεῖμαι
245,2278,ἔξαρνον,ἔξαρνος
246,2283,με,ἐγώ
247,2296,μάλιστʼ,μάλιστα
248,2298,πεισθήσεσθαι,πείθω
249,2301,μοι,ἐγώ
250,2312,ἐνόμιζόν,νομίζω
251,2313,μοι,ἐγώ
252,2335,βουλομένου,βούλομαι
253,2343,Βυζάντοιν,
254,2362,κείμενα,κεῖμαι
255,2364,ἄξιʼ,ἄξιος
256,2367,ἐμὲ,ἐγώ
257,2371,ἔξαρνον,ἔξαρνος
258,2373,μηδὲν,μηδείς
259,2399,ἐπιχειροίην,ἐπιχειρέω
260,2401,ἐκδοθήσεσθαι,ἐκδίδωμι
261,2403,μʼ,ἐγώ
262,2413,τραποίμην,τραπέω
263,2415,οὐδὲν,οὐδείς
264,2424,εἰσπλευσοίμην,εἰσπλέω
265,2429,ἀποθανεῖσθαί,ἀποθνῄσκω
266,2430,με,ἐγώ
267,2436,διαλογιζόμενος,διαλογίζομαι
268,2437,διενοεῖτό,διανοέομαι
269,2438,μʼ,ἐγώ
270,2446,ἐμὲ,ἐγώ
271,2447,προσεποιεῖτʼ,προσποιέω
272,2460,βουλόμενος,βούλομαι
273,2470,ἀπαιτήσοντας,ἀπαιτέω
274,2476,μηδὲν,μηδείς
275,2483,μοι,ἐγώ
276,2484,τοσούτων,τοσοῦτος
277,2487,τίνʼ,τίνω
278,2488,οἴεσθέ,οἴομαι
279,2494,γʼ,γε
280,2508,μηδὲν,μηδείς
281,2529,ἡσυχίαν,ἡσυχία
282,2540,ἀφικνοῦνταί,ἀφικνέομαι
283,2547,ἀφεῖται,ἀφίημι
284,2553,μεταμέλει,μεταμέλομαι
285,2573,πρότερον,πρότερος
286,2579,ἐμὴν,ἐμός
287,2613,ἐγὼ,ἐγώ
288,2618,ἡγούμενος,ἡγέομαι
289,2634,ἐγὼ,ἐγώ
290,2644,καθήμενον,κάθημαι
291,2645,ἓξ,ἕξ
292,2646,τάλαντʼ,τάλαντον
293,2654,μηδεὶς,μηδείς
294,2657,βάσανος,βάσανος
295,2658,γένοιτο,γίγνομαι
296,2666,παῖδʼ,παῖς
297,2667,ἀντεγκαλεῖν,ἀντεγκαλέω
298,2684,εἷλκέ,ἕλκω
299,2685,με,ἐγώ
300,2701,ἓξ,ἕξ
301,2720,ἐγὼ,ἐγώ
302,2745,παῖδʼ,παῖς
303,2749,ἐπιλαβόμενος,ἐπιλαμβάνω
304,2769,ἀφίκεθʼ,ἀφικνέομαι
305,2771,ἀφῃρεῖτʼ,ἀφαιρέω
306,2779,ᾐσχύνετʼ,αἰσχύνω
307,2792,χρήμαθʼ,χρῆμα
308,2793,ἡμᾶς,ἡμεῖς
309,2797,ἐξαιρούμενος,ἐξαιρέω
310,2804,ὃ,ὁ
311,2818,Πασίων,Πάσιος
312,2820,ἑπτὰ,ἑπτά
313,2839,ἡγούμενος,ἡγέομαι
314,2847,οἰόμενος,οἴομαι
315,2852,ἐπανορθώσεσθαι,ἐπανορθόω
316,2855,ἡμῖν,ἡμεῖς
317,2864,ἑλόμενοι,αἱρέω
318,2872,κἀγὼ,ἐγώ
319,2892,δημοκοίνους,δημόκοινος
320,2911,ἡμῶν,ἡμεῖς
321,2918,βασανιεῖν,βασανίζω
322,2923,ἐμοὶ,ἐγώ
323,2987,ἐγὼ,ἐγώ
324,3000,ᾐτιᾶτʼ,αἰτιάομαι
325,3003,ἔπειτα,ἔπειτα
326,3020,ἑλόμενος,αἱρέω
327,3033,ἡγούμενος,ἡγέομαι
328,3041,ὑμᾶς,ὑμεῖς
329,3049,ἐλθόνθʼ,ἔρχομαι
330,3059,ἐγκαλυψάμενος,ἐγκαλύπτω
331,3067,διʼ,διά
332,3075,πειράσοιτο,πειράω
333,3082,μου,ἐγώ
334,3094,δεχόμενος,δέχομαι
335,3097,τοιαῦτʼ,τοιοῦτος
336,3100,ἡγούμενος,ἡγέομαι
337,3122,κἀγὼ,ἐγώ
338,3124,κομιοῦμαι,κομίζω
339,3131,τʼ,σύ
340,3136,σιωπήσεσθαι,σιωπάω
341,3145,ὑμεῖς,ὑμεῖς
342,3157,μοι,ἐγώ
343,3158,συμπλευσεῖσθαι,συμπλέω
344,3179,μηδεὶς,μηδείς
345,3192,τι,τις
346,3208,ἐφʼ,ἐπί
347,3209,ᾧτε,ὅστε
348,3211,ἡμιόλιʼ,ἡμιόλιος
349,3224,Φεραῖον,Φεραῖος
350,3244,διαλλαγῶμεν,διαλλάσσω
351,3246,ἡμᾶς,ἡμεῖς
352,3257,Σατύρω,Σάτυρος
353,3263,ἡμέτερʼ,ἡμέτερος
354,3296,ἧσπερ,ὅς
355,3315,μου,ἐγώ
356,3321,οὐδὲν,οὐδείς
357,3329,χρήματʼ,χρῆμα
358,3332,συγγεγραμμένων,συγγράφω
359,3344,ἔσοιτο,εἰμί
360,3351,βασανίξηται,
361,3356,κατεπεῖ,
362,3358,ἐγὼ,ἐγώ
363,3366,τι,τις
364,3371,ἐμὲ,ἐγώ
365,3375,συγκείμενα,σύγκειμαι
366,3408,εἰληγμένης,λαγχάνω
367,3414,γραμματείου,γραμματεῖον
368,3421,συλληφθήσοιτο,συλλαμβάνω
369,3447,μʼ,ἐγώ
370,3453,ἔφθη,φθάνω
371,3454,διαπραξάμενος,διαπράσσω
372,3463,οὔτʼ,οὔτε
373,3468,μοι,ἐγώ
374,3469,συμπλευσεῖσθαι,συμπλέω
375,3470,οὔτʼ,οὔτε
376,3473,ἔμʼ,ἐγώ
377,3475,συμβόλαιον,συμβόλαιον
378,3476,οὐδέν,οὐδείς
379,3479,τʼ,σύ
380,3488,ὑμῖν,ὑμεῖς
381,3500,τὦ,
382,3513,γεγενημένα,γίγνομαι
383,3518,τʼ,σύ
384,3521,ἅπανθʼ,ἅπας
385,3522,ὑμῖν,ὑμεῖς
386,3525,ἡγοῦμαι,ἡγέομαι
387,3535,διεφθαρμένου,διαφθείρω
388,3541,τοὺτοις,
389,3542,ἰσχυριεῖσθαι,ἰσχυρίζομαι
390,3545,ὑμεῖς,ὑμεῖς
391,3547,μοι,ἐγώ
392,3558,ὑμῖν,ὑμεῖς
393,3568,σκοπεῖσθε,σκοπέω
394,3570,ὅτε,ὅστε
395,3572,ἐδίδομεν,δίδωμι
396,3582,ἀφεῖσθαί,ἀφίημι
397,3587,ἐγὼ,ἐγώ
398,3593,τοὺτου,
399,3598,ἐκελεύομεν,κελεύω
400,3604,διαλλαγῶμεν,διαλλάσσω
401,3606,ἡμᾶς,ἡμεῖς
402,3625,ἡμῶν,ἡμεῖς
403,3628,καίτοι,καίτοι
404,3638,Σατύρω,Σάτυρος
405,3644,διαλλαγῶμεν,διαλλάσσω
406,3655,ἡμῖν,ἡμεῖς
407,3665,ἐποιησάμεθʼ,ποιέω
408,3669,ἡμῖν,ἡμεῖς
409,3674,ὦν,οὖν
410,3678,ἐμὲ,ἐγώ
411,3685,ἐγὼ,ἐγώ
412,3695,διʼ,διά
413,3705,ἡμεῖς,ἡμεῖς
414,3710,διαβολῶν,διαβολή
415,3714,Κιττον,
416,3737,γενήσεσθαι,γίγνομαι
417,3744,ταῦτʼ,οὗτος
418,3752,ἐμὲ,ἐγώ
419,3758,κελεύσατʼ,κελεύω
420,3767,ἀφῆκʼ,ἀφήκω
421,3774,μηδὲν,μηδείς
422,3777,ὑμῖν,ὑμεῖς
423,3784,ἐμοὶ,ἐγώ
424,3791,πιστεύοιτε,πιστεύω
425,3803,ῥᾴδιον,ῥᾴδιος
426,3808,ἐμοὶ,ἐγώ
427,3823,ποιησάμενον,ποιέω
428,3840,ὑμῖν,ὑμεῖς
429,3843,τʼ,σύ
430,3845,ὁπότε,ὁπότε
431,3846,βούλοιτʼ,βούλομαι
432,3854,ἐμὲ,ἐγώ
433,3860,ἐμὲ,ἐγώ
434,3878,κἀκεῖνʼ,ἐκεῖνος
435,3879,ὑπερφυές,ὑπερφυής
436,3914,ἐπεθύμησʼ,ἐπιθυμέω
437,3916,ὑμᾶς,ὑμεῖς
438,3929,ὃ,ὁ
439,3936,ἀφειμὲνος,ἀφίημι
440,3948,ὅτε,ὅστε
441,3957,διεφθαρμένου,διαφθείρω
442,3959,γραμματείου,γραμματεῖον
443,3962,Ἀγύρριον,Ἀγύρριος
444,3964,ὄντʼ,εἰμί
445,3966,ἡμῖν,ἡμεῖς
446,3970,μʼ,ἐγώ
447,3978,γεγενημένας,γίγνομαι
448,3983,καίτοι,καίτοι
449,3989,οἴεσθʼ,οἴομαι
450,4001,ἡμᾶς,ἡμεῖς
451,4008,μετεγράφησαν,μεταγράφω
452,4019,ἐκείνας,ἐκεῖνος
453,4020,κατέφευγε,καταφεύγω
454,4050,ἐποιησάμεθʼ,ποιέω
455,4059,ἐγὼ,ἐγώ
456,4061,ὑμᾶς,ὑμεῖς
457,4089,τοιαῦτʼ,τοιοῦτος
458,4093,ἀλλʼ,ἀλλά
459,4098,τινὲς,τις
460,4121,οὐκ,οὐ
461,4124,πέρυσιν,πέρυσι
462,4138,καίτοι,καίτοι
463,4156,χορηγῶν,χορηγέω
464,4174,γραμματείδιον,γραμματείδιον
465,4175,παρʼ,παρά
466,4178,κείμενον,κεῖμαι
467,4197,μηχανησάμενοι,μηχανάομαι
468,4204,οἶδʼ,οἶδα
469,4220,παράπαν,παράπαν
470,4221,οὐδʼ,οὐδέ
471,4224,μοι,ἐγώ
472,4243,ἐπίστησθʼ,ἐφίστημι
473,4249,με,ἐγώ
474,4253,ἐγὼ,ἐγώ
475,4267,βουλόμενος,βούλομαι
476,4270,πλεῖστʼ,πολύς
477,4281,ἐμοὶ,ἐγώ
478,4291,τοὐμοῦ,ἐγώ
479,4309,Δακεδαιμονίων,
480,4322,ἡγοῦμαι,ἡγέομαι
481,4331,μοι,ἐγώ
482,4334,ἐμοὶ,ἐγώ
483,4346,μοι,ἐγώ
484,4364,οὑμὸς,ἐμός
485,4374,ἐμὲ,ἐγώ
486,4378,Πασίωνʼ,Πασίων
487,4393,γιγνομένους,γίγνομαι
488,4398,καίτοι,καίτοι
489,4400,μηδὲν,μηδείς
490,4407,οἴεσθʼ,οἴομαι
491,4415,μου,ἐγώ
492,4433,ὑμῖν,ὑμεῖς
493,4445,μηδὲν,μηδείς
494,4468,Ἱππολαΐδαν,Ἱππολαΐδας
495,4471,ὄντʼ,εἰμί
496,4481,ἐγὼ,ἐγώ
497,4492,ὑμῖν,ὑμεῖς
498,4510,ὑπολοίπου,ὑπόλοιπος
499,4512,οὐδενὸς,οὐδείς
500,4516,πλὴν,πλήν
501,4518,δυνηθείην,δύναμαι
502,4520,περιποιησάμενος,περιποιέω
503,4526,κείμενον,κεῖμαι
504,4548,ὠόμην,
505,4549,μηδὲν,μηδείς
506,4551,μοι,ἐγώ
507,4554,ταῦθʼ,οὗτος
508,4557,διʼ,διά
509,4563,πιστευθείην,πιστεύω
510,4573,ὑμῖν,ὑμεῖς
511,4579,μοι,ἐγώ
512,4580,χρήματʼ,χρῆμα
513,4589,ὁρῶντάς,ὁράω
514,4590,με,ἐγώ
515,4600,ἐχρυσώνησʼ,χρυσωνέω
516,4601,ὑπʼ,ὑπό
517,4620,ἐγὼ,ἐγώ
518,4627,θʼ,σύ
519,4656,Μάρτυρες,μάρτυς
520,4668,ἐφʼ,ἐπί
521,4673,ἐγὼ,ἐγώ
522,4676,ἔφηνέ,φαίνω
523,4681,Δηλίου,Δήλιος
524,4694,βουλόμενοι,βούλομαι
525,4704,ἄκριτος,ἄκριτος
526,4719,μοι,ἐγώ
527,4725,ὑπακούσας,ὑπακούω
528,4738,μοι,ἐγώ
529,4743,ἑπτὰ,ἑπτά
530,4748,καίτοι,καίτοι
531,4750,μικρῶν,μικρός
532,4753,μηδὲν,μηδείς
533,4757,κεκτημένον,κτάομαι
534,4761,δήπου,δήπου
535,4765,μου,ἐγώ
536,4776,ἐμοὶ,ἐγώ
537,4781,ἑπτὰ,ἑπτά
538,4784,μοι,ἐγώ
539,4786,ἡγούμενος,ἡγέομαι
540,4793,παρʼ,παρά
541,4795,κείμενον,κεῖμαι
542,4802,μοι,ἐγώ
543,4804,χρήματʼ,χρῆμα
544,4807,ταῦτʼ,οὗτος
545,4812,κεῖταί,κεῖμαι
546,4822,δεδήλωκα,δηλόω
547,4833,μοι,ἐγώ
548,4839,ἄριστʼ,ἄριστον
549,4856,ἡμῖν,ἡμεῖς
550,4859,ἐγὼ,ἐγώ
551,4864,ἀπαιτήσοντας,ἀπαιτέω
552,4881,μου,ἐγώ
553,4889,ἐμοὶ,ἐγώ
554,4892,οἷόν,οἷος
555,4893,τʼ,σύ
556,4899,οὔτʼ,οὔτε
557,4908,καίτοι,καίτοι
558,4911,ἔμʼ,ἐγώ
559,4927,συμφορῶν,συμφορέω
560,4944,συκοφαντίας,συκοφαντία
561,4975,ἐμὴν,ἐμός
562,4978,μοι,ἐγώ
563,4982,ἀλλʼ,ἀλλά
564,4989,ἀλλʼ,ἀλλά
565,5001,παρʼ,παρά
566,5002,ὑμῖν,ὑμεῖς
567,5012,μʼ,ἐγώ
568,5015,παρʼ,παρά
569,5018,ἀλλʼ,ἀλλά
570,5020,μηδὲν,μηδείς
571,5021,διαπραττόμενος,διαπράσσω
572,5022,ἐχθρὸς,ἐχθρός
573,5027,μάλιστʼ,μάλιστα
574,5042,μου,ἐγώ
575,5075,οὐδʼ,οὐδέ
576,5080,μʼ,ἐγώ
577,5085,οἷός,οἷος
578,5086,τʼ,σύ
579,5089,παρʼ,παρά
580,5096,αἰτιᾶταί,αἰτιάομαι
581,5097,μʼ,ἐγώ
582,5099,ἐγκαλεῖν,ἐγκαλέω
583,5109,διαβολῶν,διαβολή
584,5119,τηνικαῦτά,τηνικαῦτα
585,5120,μέ,ἐγώ
586,5132,ἀλογώτερα,ἄλογος
587,5141,ἀλλʼ,ἀλλά
588,5146,ἄλλων,ἄλλος
589,5147,ἐναντίʼ,ἐναντίος
590,5195,ἀφῃρεῖθʼ,ἀφαιρέω
591,5209,ἡμῖν,ἡμεῖς
592,5213,ἓξ,ἕξ
593,5214,τάλαντʼ,τάλαντον
594,5220,καίτοι,καίτοι
595,5251,εἰσπλευσεῖσθαι,εἰσπλέω
596,5254,ἅττʼ,ὅστις
597,5260,ταῦτʼ,οὗτος
598,5271,προκαλεσαμένου,προκαλέω
599,5312,συμβολαίων,συμβόλαιον
600,5338,ἐδεῖτʼ,δέω
601,5341,ἐμοὶ,ἐγώ
602,5355,Θενοτίμῳ,
603,5372,μοι,ἐγώ
604,5377,ἐκεῖνʼ,ἐκεῖνος
605,5378,ἡγοῦμαι,ἡγέομαι
606,5384,με,ἐγώ
607,5391,παῖδʼ,παῖς
608,5402,καίτοι,καίτοι
609,5410,συμβολαίων,συμβόλαιον
610,5421,μάρτυράς,μάρτυς
611,5422,γʼ,γε
612,5429,ὑμᾶς,ὑμεῖς
613,5438,οὐδὲν,οὐδείς
614,5439,πιστότερον,
615,5442,βασάνου,βάσανος
616,5448,ἡγουμένους,ἡγέομαι
617,5449,οἷόν,οἷος
618,5450,τʼ,σύ
619,5473,ὑμᾶς,ὑμεῖς
620,5485,τοῦτό,οὗτος
621,5486,γʼ,γε
622,5501,τοῦτʼ,οὗτος
623,5510,ἐπίστασθʼ,ἐφίστημι
624,5520,κάκιστʼ,κακός
625,5522,ἀπολεῖσθαι,ἀπόλλυμι
626,5532,οὗτός,οὗτος
627,5533,μʼ,ἐγώ
628,5536,ἀλλʼ,ἀλλά
629,5560,βάσανον,βάσανος
630,5567,ἐγὼ,ἐγώ
631,5584,οἰκῶν,οἰκέω
632,5591,κεκτημένος,κτάομαι
633,5599,Πασίωνʼ,Πασίων
634,5625,ὑμᾶς,ὑμεῖς
635,5637,ἐμπόρων,ἔμπορος
636,5641,ὑμῖν,ὑμεῖς
637,5649,συμβολαίοις,συμβόλαιον
638,5663,ἀπέρχεσθε,ἀπέρχομαι
639,5695,πιστοτέρους,
640,5696,ἡγεῖσθαι,ἡγέομαι
641,5701,ἐθαύμασα,θαυμάζω
642,5705,συναγαγόντων,συνάγω
643,5720,δωρεῶν,δωρεά
644,5739,ἄλλους,ἄλλος
645,5761,δὶς,δίς
646,5764,λαβόντων,λαμβάνω
647,5765,οὐδὲν,οὐδείς
648,5772,ἑνὸς,εἷς
649,5781,βουλόμενοι,βούλομαι
650,5795,ἀλλʼ,ἀλλά
651,5807,γενησομένην,γίγνομαι
652,5817,βαρβάρους,βάρβαρος
653,5823,ἡμᾶς,ἡμεῖς
654,5831,προσποιησαμένων,προσποιέω
655,5844,τοσοῦτον,τοσοῦτος
656,5849,μηδὲν,μηδείς
657,5874,μάλιστʼ,μάλιστα
658,5879,πλεῖστʼ,πολύς
659,5883,εἷς,εἷς
660,5884,οὗτός,οὗτος
661,5890,καιροί,καιρός
662,5917,δέῃ,δέω
663,5931,μηδεμίαν,μηδείς
664,5934,ἄλλοις,ἄλλος
665,5993,οἷόν,οἷος
666,5994,τʼ,σύ
667,6000,ἀλλʼ,ἀλλά
668,6003,μιᾶς,εἷς
669,6033,οἷόν,οἷος
670,6034,τʼ,σύ
671,6064,γεγενημένων,γίγνομαι
672,6070,ταῦτʼ,οὗτος
673,6078,ἀλλʼ,ἀλλά
674,6089,προγεγενημέναι,προγίγνομαι
675,6092,ἡμῖν,ἡμεῖς
676,6118,ἡγοῦμαι,ἡγέομαι
677,6150,ἄρισθʼ,ἄριστον
678,6153,ἐξεργαζομένους,ἐξεργάζομαι
679,6163,μηδεὶς,μηδείς
680,6173,οὐδεὶς,οὐδείς
681,6178,καίτοι,καίτοι
682,6179,τινὲς,τις
683,6190,ἀπηκριβωμένοις,ἀπακριβόομαι
684,6193,τοσοῦτον,τοσοῦτος
685,6240,δυνάμενον,δύναμαι
686,6256,ἐμοὶ,ἐγώ
687,6268,οὐδὲν,
688,6269,ἀποδεξομένους,ἀποδέχομαι
689,6275,δυσχερανοῦντας,δυσχεραίνω
690,6277,ζητήσοντας,ζητέω
691,6280,τοιοῦτον,τοιοῦτος
692,6298,θρασυνάμενος,θρασύνω
693,6314,προοιμίοις,προοίμιον
694,6318,ἀκροατάς,ἀκροατής
695,6321,προφασιζομένους,προφασίζομαι
696,6325,ῥηθήσεσθαι,λέγω
697,6333,ὑπογυίου,ὑπόγυιος
698,6353,ἐγὼ,ἐγώ
699,6381,σύμπαντος,σύμπας
700,6398,τι,τις
701,6407,μηδὲν,μηδείς
702,6421,μοι,ἐγώ
